Dimension_1,Dimension_2
4.3216677,61.881138
9.904693,60.527752
11.688834,60.79359
-79.429825,-50.34698
-80.687805,-54.020477
-79.362625,-50.36344
-79.60806,-50.062035
-80.78154,-47.159286
-79.56956,-50.17358
-79.397606,-50.329613
-79.30661,-50.386932
-34.943954,-50.78176
-34.36771,-50.545845
-34.17936,-50.44654
-35.30731,-50.832554
-34.30831,-50.516666
-36.810356,-50.71054
-33.585106,-50.10716
-35.016445,-50.792686
75.17866,-40.18907
74.14045,-37.78138
75.13202,-40.104767
74.30072,-38.584137
74.233894,-38.300037
74.14125,-37.774174
75.23008,-40.203014
74.26397,-38.410202
-13.3270645,-77.57877
-13.185005,-77.57888
-16.309168,-77.93903
-15.730137,-78.36435
-13.537339,-77.7354
-15.802495,-78.32069
-13.039217,-77.60875
-15.198747,-78.413704
58.698643,1.7186487
64.886635,3.113379
58.772358,1.5696534
58.73496,1.643633
58.827976,1.3640789
58.765102,1.5716232
64.84408,3.0980213
64.89074,3.1138492
51.688793,-44.68712
44.354095,-27.500895
44.357723,-27.565361
51.6139,-44.87405
42.054916,-24.012833
44.325058,-27.492498
51.770817,-44.398594
44.254047,-27.626171
20.591051,44.78843
20.598848,44.804073
20.85735,43.182514
20.810751,43.269547
20.891554,43.07045
20.771208,45.204376
20.655241,44.912968
20.672577,44.934765
-58.882324,21.206966
-60.22163,37.977875
-60.33106,37.990982
-60.257984,38.01197
-60.26886,37.980354
-61.958126,38.362183
-57.66842,25.740784
-61.60306,38.343216
28.446146,-22.733189
29.020231,-22.712278
34.971207,-42.997387
28.587513,-22.697134
28.5574,-22.70251
28.357672,-22.766827
29.399395,-22.87577
35.451916,-42.69424
98.34494,31.82283
56.144672,90.780205
55.67824,91.067276
55.968567,90.87047
55.07968,91.539734
56.01703,90.851845
57.62547,89.748505
56.145206,90.8036
-19.308832,54.802692
-11.742111,49.05941
-25.333803,41.107533
-19.737774,54.469635
-19.166086,54.884636
-11.221171,50.236305
-19.100485,54.88551
-19.587566,54.621338
-43.396652,55.38615
-44.487625,55.49736
-49.06462,53.33317
-46.773277,57.018494
-47.12717,56.68982
-43.406998,55.359505
-44.577244,55.549656
-43.76744,55.36218
-8.112892,-73.47929
-27.45153,-85.61135
-8.212074,-73.628845
-7.9884133,-73.3663
-27.437489,-85.61003
-8.082146,-73.41061
-8.213375,-73.64831
-27.348274,-85.61916
63.173187,10.166055
63.325275,11.297986
63.17371,9.781141
63.383324,10.231868
63.267376,9.897688
63.451973,10.5967865
63.418255,10.140186
63.191586,9.975538
75.89637,36.0306
75.898865,36.050644
75.94337,35.97748
75.67419,35.330246
75.68727,35.130444
75.61806,35.413723
75.8203,35.85682
75.65779,35.315784
-108.60405,-22.412483
-108.60724,-22.436497
-110.12362,-20.976341
-108.584496,-22.451775
-108.594826,-22.490911
-108.65443,-22.36801
-108.591866,-22.422216
-110.33272,-20.746258
7.732896,67.466774
10.976343,68.54619
10.854659,68.54404
7.63497,67.33858
7.8857355,67.561775
11.185836,68.497154
11.430687,68.55377
7.893226,67.563286
-45.38532,-44.144527
-45.082817,-44.663662
-44.075397,-46.12408
-44.07352,-46.13289
-45.618164,-43.907093
-45.438946,-44.07337
-45.751266,-43.828358
-44.085693,-46.10964
5.457432,96.561485
5.445364,97.57826
5.429766,96.792114
5.457659,96.63908
5.4343534,96.558876
5.463126,96.57182
5.4705477,96.52563
5.5010967,97.55811
39.555206,-84.2967
39.443375,-84.59816
41.193085,-87.68575
41.20133,-87.75274
39.532608,-84.29587
40.458813,-86.12207
40.61451,-86.55082
41.09093,-87.53386
34.28265,-110.035095
29.48227,-118.069115
30.477274,-117.83358
30.484663,-117.83316
30.400219,-117.868866
30.44207,-117.85604
29.45163,-118.067795
34.369415,-110.093994
9.619883,-32.94245
10.778389,-32.842766
10.658316,-32.85343
10.5790205,-32.853752
10.603725,-32.845425
10.332993,-32.858562
17.220848,-55.690792
16.6109,-56.039845
-75.00118,60.297665
-74.91671,60.339645
-75.38023,60.33666
-77.218994,60.694946
-95.383835,51.02776
-77.019936,60.656307
-77.52152,60.672264
-77.46919,60.63633
87.50077,50.15173
87.1848,50.80243
87.35141,50.60143
87.546844,50.014427
87.51049,50.1398
87.48886,50.185284
87.46072,50.232986
82.42653,52.93417
24.027813,97.9879
23.703644,98.10181
23.726843,98.05337
23.755123,97.92524
23.748207,96.73643
23.789057,96.982445
23.704119,98.12975
23.708189,98.108536
-23.70524,-48.563858
-45.9521,-62.671467
-23.579609,-48.4979
-23.711037,-61.91525
-23.65274,-61.953766
-23.646084,-61.99002
-23.619764,-48.445118
-23.667597,-61.95708
-60.470264,-53.00593
-60.501637,-53.023438
-60.650375,-53.224636
-61.398186,-53.77664
-61.004414,-54.175987
-60.678574,-53.247475
-59.17966,-51.182568
-61.144955,-53.679497
11.352953,23.778433
11.84731,22.237156
2.3731627,22.937254
12.003447,22.251823
2.6313632,22.996614
11.8647175,22.18614
11.885777,22.092693
11.895954,21.896114
47.456665,21.158472
48.961582,22.13789
51.17291,23.947525
47.49375,21.014343
48.938507,22.153008
47.495907,20.986692
47.49062,21.021208
47.575134,21.029573
-94.92931,5.976592
-94.86284,-8.725258
-94.87328,5.9976707
-94.890274,5.9341083
-95.667915,6.0958276
-95.85451,6.150158
-94.895485,5.982962
-87.10609,-0.47110912
-58.49509,-31.453075
-52.270336,-35.330536
-52.833286,-37.425373
-52.24554,-34.85436
-52.249874,-35.4044
-58.47474,-31.546627
-52.257954,-35.097984
-52.245613,-34.875202
46.90192,4.0559316
48.37475,1.9488913
48.30322,1.8247423
46.904,4.054079
48.1493,1.7484096
48.262684,1.551268
46.969646,3.9957929
48.151558,1.536635
8.78701,-114.62629
8.60206,-116.18573
8.825146,-114.57449
8.627183,-114.69865
8.36334,-110.977585
8.8124895,-115.79433
8.428612,-110.75747
8.634748,-115.95837
27.092436,19.053436
25.871078,19.259634
27.28888,18.801004
27.336214,18.661173
27.249617,18.833412
27.252111,18.824055
26.053572,19.23399
25.850676,19.22602
66.46668,-100.60177
66.32193,-100.65665
66.34826,-100.54259
66.398,-100.43884
66.414116,-100.47799
66.38931,-100.528564
66.39195,-100.42292
66.45792,-100.92035
-35.018772,84.10396
11.675427,48.518585
-41.916603,84.09656
-35.606014,85.88941
-35.719746,86.21743
-35.69004,86.12225
-35.68461,86.11265
-35.10417,83.86265
-20.665806,-92.66794
-21.655256,-90.11388
-21.874908,-88.90196
-20.131912,-91.438354
-21.807272,-89.18301
-21.650372,-90.00315
-21.857132,-88.95161
-20.135471,-91.47046
68.2476,78.66407
70.39508,77.88114
68.365486,78.75088
68.83292,78.130684
70.22109,79.77228
70.28892,77.86657
68.352715,78.76998
68.33178,78.76928
-99.28664,20.525618
-99.265594,20.532387
-99.38946,20.642035
-99.43237,20.937902
-104.6455,25.594755
-99.44617,20.711674
-99.208824,20.663748
-99.29716,20.564392
56.673126,-107.09833
58.32886,-106.74791
58.025143,-106.66625
58.446667,-106.823074
55.7968,-107.26911
58.355164,-106.778465
58.469715,-106.85025
56.12873,-107.19326
31.231915,75.370056
31.231562,75.344444
31.262568,75.26871
31.26226,75.42776
31.140093,74.46435
31.217611,75.06268
31.231598,75.16279
31.219395,75.22162
-26.437569,-3.3351698
-26.751406,-0.34239373
-26.49308,-3.322248
-27.04839,1.9491316
-26.353453,2.5535522
-26.771212,0.06941026
-26.524355,-3.4944034
-26.364538,-9.746121
-57.227116,90.39039
-51.07694,93.29228
-51.089798,93.3099
-51.08832,93.309265
-51.063076,93.28717
-51.122963,93.33652
-57.24899,90.49153
-57.214794,90.3369
-28.917881,-10.256785
-29.09998,-9.653809
-28.92138,-10.255455
-29.06185,-9.809538
-29.088789,-9.576805
-28.949684,-10.165592
-28.914923,-10.276869
-28.986656,-10.051291
-29.231256,-53.721634
-41.520237,-55.3226
-29.14533,-53.742756
-42.368828,-55.4078
-41.028145,-56.367504
-41.31946,-55.261036
-41.1994,-55.31578
-29.102215,-53.789303
-12.4002905,-13.838028
-12.155614,-15.2584715
-12.112802,-14.617392
-12.41019,-13.847194
-12.331828,-13.437518
-12.314492,-14.172397
-12.245622,-14.377564
-12.025024,-15.064243
22.270838,-88.58218
14.749552,-81.62864
14.64587,-62.087048
14.68603,-81.51782
14.794035,-81.68077
13.27661,-58.9436
22.88018,-68.473335
13.282936,-58.950974
23.898178,31.56265
25.69063,31.034496
23.660322,31.531662
23.917425,31.535114
23.798264,31.62704
25.399555,31.103424
24.757776,31.254486
25.046566,31.307163
30.343939,33.453213
30.266777,31.50142
30.364193,31.795883
30.39306,33.096516
30.494226,33.7484
29.958359,31.35431
30.322035,31.436703
30.393423,32.935062
-34.068108,7.5824347
-34.304108,7.652082
-34.255623,7.636051
-34.208565,7.6261854
-34.696697,7.768769
-34.996567,7.777769
-34.62994,7.7198496
-35.569286,7.814447
100.676704,11.938212
100.2306,12.326761
102.626305,11.430771
100.45321,12.095762
100.188194,12.385209
100.260345,12.301043
100.17154,12.45658
102.81582,11.431715
-6.894593,-96.87473
-9.607329,-96.2572
-7.6196556,-96.2088
-6.8246446,-96.730576
-9.558594,-96.33113
-6.9590635,-96.45893
-4.5577874,-96.11381
-6.9442115,-96.50406
-84.77041,48.09709
-84.91513,46.996662
-83.65147,49.200054
-84.006935,48.65879
-83.81466,48.9166
-73.51303,36.30931
-84.92712,46.8844
-84.93384,46.95198
0.2795511,43.63651
-18.099518,48.59733
-18.21264,48.674023
-0.78906876,44.156033
1.7452776,41.68149
0.7131626,44.18259
0.41431338,43.61824
1.7119704,41.69083
-40.740604,101.03994
-43.07836,98.47416
-42.8775,95.44368
-43.059776,95.58186
-43.126553,98.4771
-42.99748,98.45961
-43.07915,98.47707
-40.74507,101.0508
-48.818565,2.2515466
-47.571693,4.719848
-47.847523,4.5198846
-48.93243,2.6490784
-47.378555,5.145125
-47.35278,5.1676645
-48.78983,2.5915186
-48.851997,2.309831
-98.44132,-30.952585
-99.26199,-30.847055
-100.91516,-32.26201
-101.90933,-31.378847
-95.68388,-30.886307
-99.1742,-30.856733
-99.0671,-30.777117
-97.47482,-30.861753
45.560802,-47.7448
45.366,-48.249123
45.587547,-45.598103
45.391235,-48.220455
45.475662,-47.9606
45.437786,-48.11263
45.455338,-48.041954
45.56734,-47.704807
87.978836,-27.196665
88.02874,-27.071625
87.703636,-28.601522
87.7106,-28.64721
63.438084,6.222441
88.00823,-27.029013
88.01423,-27.051245
87.99137,-27.010838
-0.86688447,-111.84886
4.1137066,-110.34681
4.214409,-110.27177
4.103814,-110.3333
3.2022705,-111.63194
-1.0143836,-111.88576
3.0232482,-111.79978
3.0475602,-111.82616
72.23748,43.89729
72.15581,46.04509
55.588528,34.47237
72.1677,44.11885
72.403206,45.57561
72.136345,44.082676
71.89715,44.271664
70.41785,42.41841
-64.239624,39.24483
-64.1153,36.454613
-64.22838,39.273598
-64.250755,36.23663
-64.21455,39.268185
-64.297806,38.707172
-64.24024,39.28407
-64.08969,36.531746
-27.63862,94.12952
-27.280308,93.77387
-27.909878,94.39722
-28.914026,95.40148
-28.857883,95.274475
-28.998913,95.492065
-28.501472,94.940056
-27.266222,93.76299
-28.451302,-8.279384
-28.510408,-8.346463
-31.727598,-15.610316
-31.754759,-15.667309
-28.494478,-8.294068
-28.497261,-8.331964
-31.756334,-15.6759
-22.897934,1.7651446
64.561455,-75.008644
67.42794,-77.47009
64.6386,-74.27141
64.62776,-74.86851
64.60982,-74.06097
64.38826,-73.34676
64.39653,-73.26366
67.43049,-77.46413
-78.67209,47.62891
-79.91277,43.52281
-79.29187,45.35852
-78.99346,47.931366
-79.02641,46.648655
-78.721,47.565014
-79.74409,43.905724
-79.409515,44.61962
4.761224,71.29536
4.6142797,71.43269
4.617863,71.419235
4.3582277,72.05948
4.644471,71.32742
4.488889,71.89127
4.4794016,71.92253
4.626595,71.30841
-34.2312,-69.801384
-33.954426,-69.62595
-37.674706,-70.78139
-33.870907,-69.58965
-34.05356,-69.68991
-24.772284,-73.144684
-24.659325,-73.308846
-34.343292,-69.87666
11.981051,-44.262787
5.3372855,-36.396008
11.579826,-44.64993
11.9742565,-44.27109
11.737833,-45.00878
11.656711,-44.844044
11.945842,-44.39613
5.339545,-36.389828
15.394182,90.2434
15.119068,89.054306
15.085877,89.073166
15.472076,90.17302
15.11161,89.007744
15.379791,90.26433
15.527608,90.1301
15.473029,90.180244
-10.909793,102.07809
-10.910216,102.093025
-10.87901,102.08607
-10.894238,102.09648
-10.861817,102.073784
-10.912107,102.089294
-10.839038,102.048706
-10.911148,102.094505
49.83228,-70.10378
50.7013,-70.08104
51.07033,-70.127754
51.250103,-70.15462
49.91395,-70.06135
50.006874,-70.051186
50.912952,-70.0982
51.703926,-70.22538
-44.33262,47.627705
-44.307648,47.841312
-44.29992,47.6919
-43.330723,49.35704
-45.03953,46.942173
-44.359543,47.712635
-43.73734,48.819237
-44.252377,47.601734
67.376755,69.6865
69.1536,69.84869
68.693245,70.38122
68.943924,70.07228
68.776505,70.329735
69.158226,69.84721
69.11127,69.89697
68.98462,69.99765
19.350853,28.78895
19.318825,28.791609
19.305204,28.82701
19.676245,28.546219
20.033873,27.997763
20.084526,28.222029
19.426767,28.732811
19.381466,28.708998
88.67712,87.42394
86.57632,85.12163
86.56873,85.108986
86.5264,84.97633
86.70524,85.34552
87.00606,85.84946
88.692955,87.42937
88.52591,87.36052
80.101555,11.568838
80.09986,11.572651
80.07295,11.592256
79.96328,11.50053
80.11716,11.556144
80.258446,11.464308
80.0081,11.6367655
81.890396,11.683327
20.91709,2.151403
20.987057,2.2668204
20.944078,2.0025482
24.369186,0.048985563
20.996607,1.9923123
23.938963,0.29945853
20.91469,2.083395
20.948572,2.0075648
74.2597,-39.63602
74.40153,-39.94872
74.344765,-39.851917
74.65618,-40.28767
74.249214,-39.612286
74.68492,-40.325275
74.26318,-39.63542
74.28105,-39.758904
-33.185097,92.73619
-33.19291,92.753296
-34.198353,94.64093
-33.141464,92.90747
-33.16216,92.7001
-34.24924,94.73153
-34.194046,94.69742
-33.764725,94.45032
32.141064,56.23074
31.78898,56.03816
30.953657,55.9765
32.38421,56.385387
32.11785,56.21487
32.18863,56.262135
32.343796,56.36624
31.111229,55.782967
42.38027,-95.494705
42.37982,-95.56257
42.37842,-95.52741
42.34718,-96.1268
53.254185,-94.573875
42.337364,-95.54683
42.083244,-96.7779
42.37616,-95.51595
52.178745,-58.644314
52.20455,-57.510353
52.21344,-57.52188
52.24189,-57.626957
52.1796,-57.45265
52.120625,-58.3457
52.14755,-58.552357
52.15081,-57.34294
-18.213846,46.78453
-18.701468,47.042152
-19.230772,47.58984
-15.871105,46.18191
-18.942495,47.285137
-18.314966,46.891853
-18.621151,47.054245
-19.10039,47.46553
52.939568,-25.801743
53.770245,-26.095243
53.957504,-39.95762
53.677258,-39.825787
53.883053,-39.85808
52.974655,-25.941864
52.95169,-25.859001
53.64395,-39.84768
61.118004,49.22549
62.03497,48.71508
60.35425,49.49163
60.317856,49.539413
61.618793,49.02644
61.183434,49.20418
70.08915,29.18338
60.869175,49.32564
52.70884,48.283405
29.42712,38.80918
52.135303,49.682312
29.38918,38.755383
29.409433,38.73771
33.487415,45.115467
28.270771,39.174522
33.473713,45.117474
61.076443,-84.50906
61.039917,-84.40695
56.30322,-80.49589
60.622578,-79.46491
56.497738,-80.74564
61.08286,-84.07849
56.5683,-80.69074
60.9571,-84.47138
4.3100123,-59.134167
5.7300982,-59.531075
5.928309,-59.588882
7.484649,-40.518482
5.930702,-59.59001
5.896277,-59.670387
4.3280606,-59.147427
4.532022,-59.213818
7.7378907,87.93174
7.517611,87.618614
7.7787805,88.01206
6.991641,87.42841
7.3889103,87.53509
7.4093504,87.54723
7.8227835,88.11993
7.088447,87.45406
74.96039,-7.996653
75.27708,-7.448362
75.26696,-7.4686728
74.90532,-8.104399
74.93729,-8.040734
74.84159,-8.180366
75.28445,-7.4612546
74.86454,-8.156804
-43.042004,-27.29029
-42.190765,-18.838104
-40.70972,-24.243584
-40.986412,-24.35423
-40.83088,-24.288074
-40.45219,-24.075775
-43.075443,-18.954275
-40.722,-24.24864
-57.07042,3.616301
-57.257133,92.46271
-57.17337,92.41256
-57.72879,93.059074
-57.855766,92.89347
-57.854717,92.91345
-57.11623,92.31984
-57.640213,92.898155
-16.685215,-30.898693
-23.3205,-31.86319
-23.237453,-31.909485
-22.26156,-35.883186
-21.98789,-34.048157
-22.291927,-36.144703
-22.032654,-33.77414
-23.238106,-31.910467
-19.063017,72.788826
-19.397114,71.87268
-19.645144,71.089775
-19.58841,71.287605
-19.728975,70.90843
-19.59601,71.25754
-18.84042,73.07563
-19.341782,71.883766
8.340073,89.67779
8.404726,89.5875
8.381046,89.12347
8.388524,89.66826
9.705695,88.23931
9.7253065,88.173775
8.40364,89.51165
9.738155,88.19386
-42.112545,-35.5736
-42.20689,-35.517376
-41.635715,-35.98166
-41.67752,-35.913002
-42.303024,-35.365036
-42.22532,-35.190094
-41.392765,-36.107433
-41.340622,-36.14633
7.953771,-112.44743
7.3893347,-115.716156
7.4174056,-115.70142
7.3808446,-115.719826
7.3673277,-115.73994
7.8829417,-112.100105
8.002378,-112.674706
16.278917,-106.19125
55.948177,32.43541
104.74354,-14.335341
104.70969,-14.3264
103.798454,-9.622924
103.79488,-9.556065
104.06888,-9.405153
103.79975,-9.558665
104.69899,-14.311474
33.2662,7.234399
33.32854,7.3283534
33.42607,9.043067
33.334507,7.0651402
33.4604,9.113358
33.304676,7.0956345
34.354023,10.506096
33.047142,8.651872
85.38011,-53.66795
85.135704,-55.700294
85.19459,-53.895775
85.3944,-53.67158
85.35647,-53.666008
82.80327,-56.311226
85.36628,-53.670258
84.86941,-55.16073
-63.84373,-31.878027
-62.10849,-28.100157
-63.988316,-31.866169
-65.15427,-30.893576
-64.987885,-30.952263
-62.32628,-28.95361
-62.253914,-28.999895
-62.408184,-28.882414
38.28728,-33.79269
39.075096,-35.84285
38.99278,-35.678467
39.037395,-35.759712
38.308723,-33.88235
38.96189,-35.66122
38.38849,-34.774128
38.25728,-34.130104
-29.70437,85.65642
-16.04308,91.879036
-29.733463,85.762985
-31.489954,84.87378
-30.92461,84.185104
-31.269938,84.77627
-31.483185,84.905914
-31.450535,84.83422
-97.65964,-31.582752
-97.68071,-31.854702
-97.474655,-32.22519
-96.51248,-32.155266
-96.52217,-32.17878
-98.2419,-31.30306
-101.15318,-33.658222
-101.29907,-33.655876
-66.4361,44.13578
-69.41692,46.399593
-69.59436,46.086636
-69.19302,43.552696
-69.19105,43.56727
-69.5774,46.212685
-69.20748,43.697945
-70.52368,43.19878
-13.730256,33.720707
-12.107391,37.31334
-13.987404,33.211246
-13.831473,33.484665
-13.918931,33.334175
-36.72288,59.012478
-12.081686,37.34894
-13.993124,33.20083
-50.502926,-42.672363
-50.35745,-42.707996
-55.321697,-39.864395
-48.88241,-37.59775
-50.324787,-42.747902
-48.154797,-46.334007
-50.32335,-42.69446
-50.355946,-42.70952
-10.211945,120.54289
-10.872615,119.544556
-11.012435,118.73656
-11.0350275,118.87142
-10.200423,120.49129
-10.978218,118.954346
-10.382866,120.44969
-10.999879,118.78275
-24.851168,46.947727
-24.578196,46.320896
-27.762693,51.025963
-27.926525,51.004852
-27.755365,51.025597
-24.89413,47.201576
-24.818247,46.84782
-24.771276,46.57838
-64.40371,-31.576971
-63.00553,-28.422966
-62.93495,-28.447756
-62.89894,-28.406845
-62.95701,-27.08168
-63.000397,-28.392218
-64.51762,-31.522972
-62.786316,-28.373005
13.321755,83.67538
13.808402,83.986664
11.909179,85.94154
12.062455,85.52509
12.108781,85.236244
12.047036,85.97623
12.650494,84.009155
12.095196,85.31024
101.7396,-28.256968
101.78595,-28.020714
101.77814,-28.301832
101.690315,-28.10309
100.945526,-27.11393
102.27347,-31.39465
101.68417,-28.097015
102.174324,-30.54623
-77.914474,-60.213776
-80.587494,-61.513973
-80.9332,-61.32563
-80.557434,-61.464375
-80.71019,-61.390778
-81.15835,-61.179306
-81.10996,-61.23956
-83.21959,-57.211994
-70.649506,42.5474
-69.88337,42.20748
-70.39506,42.374542
11.032284,46.85467
-69.06132,34.923195
-69.87365,42.219444
-70.22011,42.296066
-70.37222,42.37066
67.91951,87.37509
67.57204,84.03537
67.64297,83.935234
67.56061,84.08571
67.92876,87.299225
67.88755,87.31562
69.85042,85.79612
67.92703,87.329155
-66.009125,-41.093327
-71.37165,-39.15913
-66.441696,-40.375214
-66.36381,-38.74243
-66.02376,-41.065605
-66.42238,-38.661312
-66.45431,-40.308586
-66.29306,-38.78284
18.620565,34.89521
18.620087,34.89207
21.373194,35.836105
18.621872,34.886852
21.389149,35.827938
18.586882,34.860867
18.591732,34.798466
21.387173,35.843147
-100.573975,36.367207
-100.821556,36.804863
-100.78786,36.53395
-100.84185,36.62057
-100.7178,36.449905
-100.82019,36.68585
-100.91234,36.501575
-100.807396,36.63471
-30.843407,1.2611833
-30.887981,1.5516138
-31.0209,1.9154294
-30.842014,1.6893612
-30.874008,1.499289
-31.76719,-2.0260131
-58.41952,2.276108
-30.865658,1.4330659
18.183752,25.309431
17.808863,25.410679
17.681078,25.458054
18.792107,24.974382
17.80967,25.404625
17.6949,25.43074
17.753527,25.41316
18.484694,25.14896
-65.23211,67.7288
-59.96711,67.4016
-65.482216,67.69712
-65.59126,67.699844
-65.38114,67.66223
-64.54091,67.639114
-63.291687,67.589264
-65.005806,67.662025
69.30778,-57.886616
64.969215,-49.116627
65.22493,-48.668125
65.24621,-48.636246
65.13389,-48.953495
65.01192,-49.11502
69.41027,-57.935394
65.242905,-48.69659
-64.900696,7.1818933
-64.89478,7.1523113
-86.47067,-0.020362208
-86.91931,-0.35846534
-86.980064,-0.39269754
-86.89622,-0.34485027
-86.29788,0.149952
-86.33162,0.11559585
53.017464,49.998695
52.542027,50.884823
54.221737,46.411488
54.157383,46.405796
52.58155,50.19962
54.164253,46.362354
54.165207,46.348763
52.984135,50.030815
-42.745834,-41.258785
-42.548054,-41.325222
-42.038273,-41.393322
-42.84981,-41.23996
-41.92134,-41.378296
-42.58881,-41.312668
-43.121315,-41.135204
-43.043888,-41.16779
26.126867,-105.507645
26.273113,-105.70796
26.889088,-106.435776
31.299171,-116.14073
29.810833,-114.21874
26.227518,-105.51471
31.317097,-116.1015
26.926737,-106.50754
7.7339106,62.045006
7.4609046,62.075935
7.725056,62.050663
3.6201289,57.432076
7.7355733,62.038456
7.7648053,62.028976
7.701169,62.05562
7.5470543,62.070244
71.906105,-35.065815
71.54189,-35.00726
62.97192,-23.235394
27.346676,-59.41814
65.9631,-21.235554
62.650204,-23.291962
62.990993,-23.345621
63.138096,-23.849934
27.296629,-52.10795
29.526934,-34.07392
29.604103,-34.174667
29.56128,-34.20043
27.339132,-52.07036
29.408932,-34.010647
27.397211,-52.05858
27.00947,-52.070103
75.95668,-73.11383
76.50651,-78.25842
76.70295,-76.80919
76.7167,-76.50161
76.73674,-76.48922
76.805664,-77.94371
75.96183,-73.01001
76.49359,-76.866196
21.532413,50.81102
20.503462,50.696194
20.673876,50.708263
20.398844,50.68286
20.659483,50.708885
22.037073,50.812584
21.13081,50.772137
19.780909,50.374043
-3.1520908,115.78892
-3.145801,115.91947
-3.1559367,115.8457
-3.1422782,115.80237
-3.1336682,115.78481
-2.7202277,115.115074
-2.599555,115.030525
-2.9016132,114.091995
-65.79568,48.170853
-65.65334,48.190712
-65.84971,48.120792
-63.533646,49.580982
-63.508278,49.636055
-65.510956,48.3343
-65.43883,48.36265
-65.48742,48.341705
-36.791504,39.865494
-36.66248,39.76418
-36.965897,39.963566
-34.659996,69.27958
-36.37369,40.00446
-36.319336,40.03289
-36.84208,39.86336
-36.74618,39.870285
28.270569,63.07682
26.616814,61.473083
28.40541,63.131927
27.17039,61.88808
28.540958,63.157146
27.409077,62.124245
27.598547,62.395546
26.27727,61.3017
93.76734,-31.86562
93.78963,-31.83812
95.67856,-29.876032
93.4411,-32.32321
93.70799,-31.9598
95.220924,-30.10933
95.65321,-29.887709
95.15015,-30.313965
-49.833187,64.487434
-48.989594,65.98371
-50.268837,64.07371
-49.186752,65.781525
-48.912987,66.02818
-49.60231,64.65516
-49.04252,65.92954
-50.1904,64.12832
43.413155,12.134928
40.177624,8.519317
40.23439,8.712663
40.183628,8.351852
40.186596,8.591876
40.178654,8.431223
40.17853,8.5487
43.411354,12.106559
66.728065,90.60774
67.04801,91.3076
67.42123,92.03543
67.127945,91.47525
67.22214,91.91916
67.56213,92.11478
66.66032,90.47764
67.26051,91.85705
70.312454,64.02621
70.44984,64.03936
72.02125,64.24221
71.86433,63.74728
71.310585,64.17383
71.99431,64.21161
72.07361,64.21528
72.03608,64.244156
-90.8641,-33.443623
-90.67711,-33.237583
-90.46423,-33.279865
-91.94224,-32.9273
-91.4894,-33.124584
-90.96932,-33.250942
-91.81103,-32.983887
-90.62696,-33.3274
23.711843,-19.227037
24.154459,-18.575968
30.25837,-39.598286
30.399992,-39.57383
29.877226,-39.519024
24.091408,-18.81257
24.162157,-18.688087
23.883663,-19.052292
56.18997,-29.59335
54.20873,-27.151894
54.652847,-27.600073
56.350815,-29.91659
55.59073,-27.864895
56.105835,-29.42893
56.043945,-29.304243
55.435684,-29.044365
84.83805,-56.567566
84.91981,-56.539776
84.85639,-56.5872
85.39936,-56.249416
84.64254,-56.670826
85.084946,-56.398033
85.4307,-56.233025
84.70098,-56.640568
54.832054,-50.688828
53.22908,-51.56798
53.21225,-51.559784
54.735054,-50.737053
53.037434,-51.583485
69.89048,-68.78333
53.075382,-51.57333
53.26277,-51.57896
18.92953,6.9243464
18.810167,6.7229066
18.779367,5.908864
18.88133,6.789945
18.768284,5.9435554
18.640976,5.565495
18.677658,5.646406
18.615479,5.484408
45.230385,25.12711
42.827625,24.877113
42.98178,24.672228
45.273525,25.158932
45.436447,25.244339
45.12776,25.063313
45.24248,25.114355
45.058887,25.02313
-53.43306,73.23912
-53.746975,73.01281
-53.829872,72.959435
-62.886906,62.463078
-53.43861,73.25291
-53.76479,73.024895
-53.625282,73.07885
-53.846905,72.949425
-79.77739,-22.509613
-89.95221,-20.48612
-89.699165,-22.176344
-79.73799,-22.722887
-79.89282,-23.039146
14.096725,45.897224
-89.9742,-20.159536
-79.90754,-23.1234
-56.2279,-11.179535
-52.302032,-2.4911256
-56.2212,-11.193748
-56.251637,-11.103413
-50.263714,-2.0289552
-56.558716,-13.048615
-56.172726,-12.133745
-52.428974,-2.495219
-74.27876,-7.36694
-74.29774,-7.366097
-71.58834,-9.90976
-70.88645,-8.647426
-71.56697,-10.022683
-71.39639,-9.910542
-71.500565,-9.987361
-71.53002,-9.924576
77.59214,90.41208
77.55523,90.43832
77.711006,90.36636
77.7151,90.33946
77.73836,90.319214
77.749054,90.34235
77.84287,90.32044
77.621056,90.40056
41.58302,88.65815
41.09041,88.785774
41.80217,88.605225
41.907444,88.57605
41.03832,88.84244
41.94795,88.55146
43.344276,87.208855
41.00747,88.8271
-5.0491843,-8.834973
-5.2446103,-8.919166
-6.2173357,-16.078794
-6.1872463,-16.111101
-6.048654,-16.45412
-6.126111,-16.204044
-5.5334635,-8.779698
-6.0186925,-16.521376
16.287409,-45.229347
22.295713,-35.98602
22.582428,-36.390797
41.339073,-49.64553
22.603268,-36.42203
22.42322,-36.22187
17.727112,-29.188023
39.968887,-51.74883
33.87588,-16.45357
33.841263,-16.693203
35.551476,-13.5267935
28.334352,-40.90163
28.34793,-40.83679
28.33413,-40.789906
28.341324,-40.87027
35.5294,-13.550535
19.19692,4.9480953
25.587933,2.226088
19.125257,4.873961
19.069344,4.821006
19.167341,4.918074
19.065012,4.815867
19.143047,4.90448
19.484066,5.0792947
-32.250526,-47.317944
-31.958689,-47.33826
-30.406967,-47.44672
-32.662384,-47.219673
